truth_id,representation,noise_level,near_equivalent_count,cluster_count,median_pairwise_distance,maximum_pairwise_distance,maximum_distance_from_best,materially_displaced_count,boundary_hit_rate,optimizer_success_rate,best_parameter_rmse_scaled,best_repricing_rmse,best_repricing_rmse_relative,pca1_fraction,basin_classification
interior_seed20260822_0015,R3,0.02,12,4,0.9905349609332303,1.5927502211165017,1.5927502211165017,4,1.0,0.75,0.47975977858872143,0.001616787284342866,0.044125984047896014,0.7074130080570443,multiple_basin
interior_seed20260822_0016,R2,0.0,6,6,0.8710928845898882,1.2255795744306948,1.020772422233411,5,0.16666666666666666,0.3333333333333333,0.1775811638828188,7.867655121323337e-09,8.513694388005338e-07,0.4873564175197012,multiple_basin
interior_seed20260822_0016,R2,0.005,12,11,0.944393091683075,2.0001645841686315,2.0001645841686315,11,1.0,0.3333333333333333,0.38029483210578435,0.00033841226645350077,0.007598770337432171,0.5592847319052994,multiple_basin
interior_seed20260822_0016,R2,0.01,11,4,1.2524503342979048,1.5844441224198957,1.5844441224198957,8,1.0,0.4166666666666667,0.31497072357740924,0.0007892946037456929,0.04837642216198729,0.7736547813019686,multiple_basin
interior_seed20260822_0016,R2,0.02,6,5,1.195895800625919,1.4995298421079075,1.4865106787821394,4,0.16666666666666666,0.75,0.42439767117396293,0.0012196446146405153,0.07357285779503007,0.8664437055759014,multiple_basin
interior_seed20260822_0016,R3,0.0,6,4,0.30918335221677273,0.42190268496221833,0.3230533896254862,4,0.0,0.25,0.03946352118651394,1.3664264902533336e-08,5.22504049269403e-07,0.8089928388311398,multiple_basin
interior_seed20260822_0016,R3,0.005,12,6,1.150953633818204,1.8737297488077096,1.8737297488077096,5,1.0,0.4166666666666667,0.3416969606363971,0.00036603952954254303,0.007027205570309977,0.8327037385286055,multiple_basin
interior_seed20260822_0016,R3,0.01,10,2,0.0804555402250897,1.6587760054326974,1.658547242159083,4,1.0,0.08333333333333333,0.3307637882837493,0.0008498608681501679,0.0234744852593998,0.9990987799647588,multiple_basin
interior_seed20260822_0016,R3,0.02,10,3,1.1302875876141656,1.272269986535458,1.2714662259039098,6,1.0,0.16666666666666666,0.38275687610444,0.0013428369814080555,0.030193636602624595,0.9439443283717477,multiple_basin
interior_seed20260822_0017,R2,0.0,8,8,0.5573421726942067,0.7895674595208223,0.6376141284513086,7,0.25,0.3333333333333333,0.15363111209494737,4.780166127534098e-09,1.2673977410270717e-06,0.3583734234098843,multiple_basin
interior_seed20260822_0017,R2,0.005,10,3,0.3304354003192465,1.2446274219036393,1.195697759636805,4,1.0,0.8333333333333334,0.4668101961285017,0.0002608032356576032,0.024909735522184177,0.8581214427408622,multiple_basin
interior_seed20260822_0017,R2,0.01,12,6,1.0144371701081967,1.9886122442207828,1.7889132733447388,11,1.0,0.75,0.3990763743923098,0.0006259344366694816,0.02135293118699086,0.5371287505104948,multiple_basin
interior_seed20260822_0017,R2,0.02,12,6,1.7468839890873284,2.078882423876079,2.078882423876079,8,1.0,0.4166666666666667,0.5081403104866606,0.0011588955854572108,0.023440372264403354,0.9355120987510992,multiple_basin
interior_seed20260822_0017,R3,0.0,3,3,0.47458145011147224,0.6784911144172567,0.6784911144172567,2,0.3333333333333333,0.0,0.0431869504502502,9.689386310068813e-08,2.203356601928897e-05,0.8198712840553334,multiple_basin
interior_seed20260822_0017,R3,0.005,12,6,0.87213404475373,1.665048403372132,1.665048403372132,11,1.0,0.16666666666666666,0.2900190779191737,0.00028203397122768123,0.010091912316421035,0.7139242843267553,multiple_basin
interior_seed20260822_0017,R3,0.01,12,4,1.1819223972363906,1.4689500101314739,1.4689500101314739,8,1.0,0.4166666666666667,0.3056406040458816,0.0006717473217064811,0.021431995603295787,0.6072927155671781,multiple_basin
interior_seed20260822_0017,R3,0.02,12,5,0.9360937283873629,1.3969987895559612,1.3969521802966165,10,1.0,0.5833333333333334,0.36863442382265776,0.0013044847895885216,0.030729419830345574,0.7625975824542088,multiple_basin
interior_seed20260822_0018,R2,0.0,3,3,0.7090905873334888,0.8314049026505225,0.8314049026505225,2,0.0,0.25,0.16660558639764905,7.544928725597094e-10,1.1031756094768182e-06,0.7608243329997508,multiple_basin
interior_seed20260822_0018,R2,0.005,11,7,1.227429137271059,1.8800119370873674,1.8800119370873674,10,1.0,0.3333333333333333,0.4155581613510118,0.00021043550906085833,0.02202046789010903,0.6503455534620144,multiple_basin
interior_seed20260822_0018,R2,0.01,12,7,1.2707920404182718,1.7215800564913146,1.7215800564913146,6,1.0,0.25,0.4209148320695116,0.0008223927792112499,0.0508344367149653,0.586817871165945,multiple_basin
interior_seed20260822_0018,R2,0.02,12,12,0.8144033310218383,1.6151066723118865,1.6151066723118865,11,1.0,0.8333333333333334,0.47602242287865515,0.001322055924158576,0.16173596584191546,0.5209357295173378,multiple_basin
interior_seed20260822_0018,R3,0.0,4,4,0.6472334780853161,0.8264426026617937,0.7060852056285576,3,0.25,0.08333333333333333,0.04951668869139241,4.171201014621637e-08,2.0110262029676323e-05,0.8936032105966984,multiple_basin
interior_seed20260822_0018,R3,0.005,12,9,0.9939840363423094,1.5222888495276485,1.3021772127506785,11,1.0,0.25,0.3689754884768982,0.00034931744109888585,0.00747306339995371,0.708603170637861,multiple_basin
interior_seed20260822_0018,R3,0.01,12,11,1.1278744427025629,1.6253815352649492,1.5641953304661682,11,1.0,0.16666666666666666,0.32980690127269097,0.0007399785466467771,0.038922789329274475,0.428060883925527,multiple_basin
interior_seed20260822_0018,R3,0.02,12,2,0.00773523238107981,0.4980857303595157,0.4980857303595157,2,1.0,1.0,0.4941479775582468,0.0012479407352640132,0.1045832474643657,0.9997676398616484,multiple_basin
interior_seed20260822_0020,R2,0.0,8,8,0.7774172394514811,1.3715317587489075,1.0102260007356352,7,0.25,0.25,0.10219194587615653,7.0523289147281475e-09,3.008153283701674e-07,0.5402232592829708,multiple_basin
interior_seed20260822_0020,R2,0.005,11,8,1.0074804358669234,1.6650261930494707,1.4591995386674448,10,0.8181818181818182,0.08333333333333333,0.4277247477695913,0.00021026404165063226,0.005820267525942027,0.7569126517614994,multiple_basin
interior_seed20260822_0020,R2,0.01,12,6,1.3610776325822398,1.736185712651874,1.6916503527970332,8,1.0,0.4166666666666667,0.4674198826630173,0.0007955325600353445,0.020322203390755512,0.8335586735550988,multiple_basin
interior_seed20260822_0020,R2,0.02,12,11,0.5933008056570869,1.900613907137328,1.6248458340768448,11,0.6666666666666666,0.9166666666666666,0.4242038108873352,0.0015323198204329072,0.035555508430170885,0.88121239983563,multiple_basin
interior_seed20260822_0020,R3,0.0,6,6,0.4510764221089968,0.6994634009418288,0.5120257642602198,5,0.16666666666666666,0.16666666666666666,0.0771147269574626,3.259502738600962e-08,1.0725551048447713e-06,0.8924555083594687,multiple_basin
interior_seed20260822_0020,R3,0.005,12,9,0.6366437546796866,1.618238063322757,1.4890671704569747,9,0.75,0.5,0.35499668842953763,0.00031811393301493904,0.0058681622409200085,0.48606214944965226,multiple_basin
interior_seed20260822_0020,R3,0.01,11,6,1.0166351717542919,1.6213022470629461,1.6213022470629461,5,1.0,0.08333333333333333,0.35139010367687495,0.0010350333431016613,0.013268739336681266,0.7796917934241603,multiple_basin
interior_seed20260822_0020,R3,0.02,11,11,0.48820130792133903,1.2011066444775536,1.2011066444775536,10,0.9090909090909091,1.0,0.5050451537366412,0.001311627158712579,0.03020566234129035,0.6199357132826351,multiple_basin
