window,date,expiry,strike,option,reason,tau
covid_march_2020,2020-03-05,2020-09-24 00:00:00,11400.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-09-24 00:00:00,11500.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-09-24 00:00:00,11600.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-09-24 00:00:00,11700.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-09-24 00:00:00,11800.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-09-24 00:00:00,11900.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-09-24 00:00:00,12000.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-09-24 00:00:00,12100.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-09-24 00:00:00,12200.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-09-24 00:00:00,12300.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-09-24 00:00:00,12400.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-09-24 00:00:00,12500.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-09-24 00:00:00,12600.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-09-24 00:00:00,12700.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-09-24 00:00:00,12800.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-09-24 00:00:00,12900.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-09-24 00:00:00,13000.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-09-24 00:00:00,13100.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-09-24 00:00:00,13200.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-09-24 00:00:00,13300.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-09-24 00:00:00,13400.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-09-24 00:00:00,13500.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-09-24 00:00:00,13600.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-09-24 00:00:00,13700.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-09-24 00:00:00,13800.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-09-24 00:00:00,13900.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-09-24 00:00:00,14000.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-09-24 00:00:00,14100.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-09-24 00:00:00,14200.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-09-24 00:00:00,14300.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-09-24 00:00:00,14400.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-09-24 00:00:00,14500.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-09-24 00:00:00,14600.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-09-24 00:00:00,14700.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-09-24 00:00:00,14800.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,4600.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,4700.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,4800.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,4900.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,5000.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,5100.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,5200.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,5300.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,5400.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,5500.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,5600.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,5700.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,5800.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,5900.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,6000.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,6100.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,6200.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,6300.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,6400.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,6500.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,6600.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,6700.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,6800.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,6900.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,7000.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,7100.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,7200.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,7300.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,7400.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,7500.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,7600.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,7700.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,7800.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,7900.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,8000.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,8100.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,8200.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,8300.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,8400.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,8500.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,8600.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,8700.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,8800.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,8900.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,9100.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,9200.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,9300.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,9400.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,9600.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,9700.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,9800.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,9900.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,10100.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,10200.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,10300.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,10400.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,10600.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,10700.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,10900.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,11100.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,11200.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,11300.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,11400.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,11600.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,11700.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,11800.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,11900.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,12100.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,12200.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,12300.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,12400.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,12600.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,12700.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,12800.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,12900.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,13100.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,13200.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,13300.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,13400.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,13600.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,13700.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,13800.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,13900.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,14100.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,14200.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,14300.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,14400.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,14600.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,14700.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,14800.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,4600.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,4700.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,4800.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,4900.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,5000.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,5100.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,5200.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,5300.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,5400.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,5500.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,5600.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,5700.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,5800.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,5900.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,6000.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,6100.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,6200.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,6300.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,6400.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,6500.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,6600.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,6700.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,6800.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,6900.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,7000.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,7100.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,7200.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,7300.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,7400.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,7500.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,7600.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,7800.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,8000.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,8100.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,8200.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,8300.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,8400.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,8600.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,8700.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,8800.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,8900.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,9100.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,9200.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,9300.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,9400.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,9600.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,9700.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,9800.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,9900.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,10100.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,10200.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,10300.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,10400.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,10600.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,10700.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,10800.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,10900.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,11100.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,11200.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,11300.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,11400.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,11600.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,11700.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,11800.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,11900.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,12100.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,12200.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,12300.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,12400.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,12500.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,12600.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,12700.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,12800.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,12900.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,13000.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,13100.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,13200.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,13300.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,13400.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,13500.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,13600.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,13700.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,13800.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,13900.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,14000.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,14100.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,14200.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,14300.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,14400.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,14500.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,14600.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,14700.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2020-12-31 00:00:00,14800.0,PE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2021-06-24 00:00:00,5500.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2021-06-24 00:00:00,5600.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2021-06-24 00:00:00,5700.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2021-06-24 00:00:00,5800.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2021-06-24 00:00:00,5900.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2021-06-24 00:00:00,6000.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2021-06-24 00:00:00,6100.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2021-06-24 00:00:00,6200.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2021-06-24 00:00:00,6300.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2021-06-24 00:00:00,6400.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2021-06-24 00:00:00,6500.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2021-06-24 00:00:00,6600.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2021-06-24 00:00:00,6700.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2021-06-24 00:00:00,6800.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
covid_march_2020,2020-03-05,2021-06-24 00:00:00,6900.0,CE,nonfinite/nonpositive/date/option/OHLC gate,
