case,geometry,noise,model,arm,parameter,true,estimated,absolute_error
905103_00,rich,0.0,unified_v6/unified,encoder,kappa_slow,0.14138724777458764,0.5254729181075571,0.3840856703329695
905103_00,rich,0.0,unified_v6/unified,encoder,theta_slow,0.05411233446173527,0.36934281397591956,0.31523047951418426
905103_00,rich,0.0,unified_v6/unified,encoder,sigma_slow,0.05854593683999458,0.35704857234438564,0.29850263550439105
905103_00,rich,0.0,unified_v6/unified,encoder,rho_slow,0.1703211097642751,-0.3201096154199127,0.4904307251841878
905103_00,rich,0.0,unified_v6/unified,encoder,v0_slow,0.16280180862021118,0.20099047103523635,0.038188662415025165
905103_00,rich,0.0,unified_v6/unified,encoder,kappa_fast,2.461256560825767,5.93548688677248,3.4742303259467135
905103_00,rich,0.0,unified_v6/unified,encoder,theta_fast,0.6387831242852268,0.49645139713403563,0.14233172715119113
905103_00,rich,0.0,unified_v6/unified,encoder,sigma_fast,0.8161006179047474,1.0368324985755186,0.2207318806707712
905103_00,rich,0.0,unified_v6/unified,encoder,rho_fast,0.6848896267912096,-0.020428850118401107,0.7053184769096107
905103_00,rich,0.0,unified_v6/unified,encoder,v0_fast,0.20061061766634494,0.14973547325939704,0.0508751444069479
905103_00,rich,0.0,unified_v6/unified,refined,kappa_slow,0.14138724777458764,0.6003659732053782,0.45897872543079055
905103_00,rich,0.0,unified_v6/unified,refined,theta_slow,0.05411233446173527,0.29051237299268223,0.23640003853094696
905103_00,rich,0.0,unified_v6/unified,refined,sigma_slow,0.05854593683999458,0.21132819708711734,0.15278226024712277
905103_00,rich,0.0,unified_v6/unified,refined,rho_slow,0.1703211097642751,0.9321402568398337,0.7618191470755586
905103_00,rich,0.0,unified_v6/unified,refined,v0_slow,0.16280180862021118,0.2671011589164495,0.1042993502962383
905103_00,rich,0.0,unified_v6/unified,refined,kappa_fast,2.461256560825767,2.9437681660739443,0.4825116052481775
905103_00,rich,0.0,unified_v6/unified,refined,theta_fast,0.6387831242852268,0.5050743053060529,0.13370881897917386
905103_00,rich,0.0,unified_v6/unified,refined,sigma_fast,0.8161006179047474,1.2614063758908982,0.4453057579861508
905103_00,rich,0.0,unified_v6/unified,refined,rho_fast,0.6848896267912096,0.24400461868592524,0.4408850081052843
905103_00,rich,0.0,unified_v6/unified,refined,v0_fast,0.20061061766634494,0.09898208230804348,0.10162853535830146
905103_00,rich,0.0,seed_17/repaired,encoder,kappa_slow,0.14138724777458764,0.5163346941310991,0.37494744635651145
905103_00,rich,0.0,seed_17/repaired,encoder,theta_slow,0.05411233446173527,0.37670756913080655,0.32259523466907125
905103_00,rich,0.0,seed_17/repaired,encoder,sigma_slow,0.05854593683999458,0.3622899814808463,0.3037440446408517
905103_00,rich,0.0,seed_17/repaired,encoder,rho_slow,0.1703211097642751,-0.3331444534180506,0.5034655631823257
