source,group,cases,direct_all_ten,canonical_all_ten,permutation_all_ten,permutation_rescued,lower_error_swapped_assignments,direct_scaled_rmse,permutation_scaled_rmse
outputs/regular_pinn_recovery/double_sobolev_s17/recovery_validation_012000.json,double_sobolev_s17,4,0,0,0,0,0,0.12425743732649543,0.12425743732649543
outputs/regular_pinn_recovery/double_sobolev_s17/recovery_validation_002000.json,double_sobolev_s17,4,0,0,0,0,0,0.2742947920740735,0.2742947920740735
outputs/regular_pinn_recovery/double_standard_s17/recovery_validation_006000.json,double_standard_s17,4,0,0,0,0,0,0.22763224345551336,0.22763224345551336
outputs/regular_pinn_recovery/double_standard_s17/recovery_validation_004000.json,double_standard_s17,4,0,0,0,0,0,0.3492275659685727,0.3492275659685727
outputs/regular_pinn_recovery/double_standard_s17/recovery_validation_010000.json,double_standard_s17,4,0,0,0,0,0,0.16837628103265287,0.16837628103265287
outputs/regular_pinn_recovery/double_standard_s17/recovery_validation_008000.json,double_standard_s17,4,0,0,0,0,0,0.1736041982370897,0.1736041982370897
outputs/regular_pinn_recovery/double_standard_s17/recovery_validation_012000.json,double_standard_s17,4,0,0,0,0,0,0.1632738611265933,0.1632738611265933
outputs/regular_pinn_recovery/double_standard_s17/recovery_validation_002000.json,double_standard_s17,4,0,0,0,0,0,0.5293968433461618,0.5293968433461618
outputs/regular_pinn_recovery/double_parameter_aware_s17/recovery_validation_004000.json,double_parameter_aware_s17,4,0,0,0,0,0,0.18768926847850498,0.18768926847850498
outputs/regular_pinn_recovery/double_parameter_aware_s17/recovery_validation_008000.json,double_parameter_aware_s17,4,0,0,0,0,0,0.20248367540574075,0.20248367540574075
outputs/regular_pinn_recovery/double_parameter_aware_s17/recovery_validation_012000.json,double_parameter_aware_s17,4,0,0,0,0,0,0.17874838507257199,0.17874838507257199
outputs/deeper_pinn/deep11_s17/recovery_validation_006000.json,deep11_s17,4,0,0,0,0,0,0.16390897838968874,0.16390897838968874
outputs/deeper_pinn/deep11_s17/recovery_validation_004000.json,deep11_s17,4,0,0,0,0,0,0.13399363105235484,0.13399363105235484
outputs/deeper_pinn/deep11_s17/recovery_validation_005000.json,deep11_s17,4,0,0,0,0,0,0.18717917670519302,0.18717917670519302
outputs/deeper_pinn/deep11_s17/recovery_validation_001000.json,deep11_s17,4,0,0,0,0,0,0.15348870707437728,0.15348870707437728
outputs/deeper_pinn/deep11_s17/recovery_validation_003000.json,deep11_s17,4,0,0,0,0,0,0.15186403815970484,0.15186403815970484
outputs/deeper_pinn/deep11_s17/recovery_validation_002000.json,deep11_s17,4,0,0,0,0,0,0.17767466645342625,0.17767466645342625
outputs/deeper_pinn/deep17_recovery_s67/recovery_validation_004000.json,deep17_recovery_s67,4,0,0,0,0,0,0.20087984562570035,0.20087984562570035
outputs/deeper_pinn/deep17_recovery_s67/recovery_validation_001000.json,deep17_recovery_s67,4,0,0,0,0,0,0.19085110423807763,0.19085110423807763
outputs/deeper_pinn/deep17_recovery_s67/recovery_validation_003000.json,deep17_recovery_s67,4,0,0,0,0,0,0.2069123314740767,0.2069123314740767
outputs/deeper_pinn/deep17_recovery_s67/recovery_validation_002000.json,deep17_recovery_s67,4,0,0,0,0,0,0.19180776769631447,0.19180776769631447
outputs/deeper_pinn/deep17_recovery_s61/recovery_validation_004000.json,deep17_recovery_s61,4,0,0,0,0,0,0.22312011256913789,0.22312011256913789
outputs/deeper_pinn/deep17_recovery_s61/recovery_validation_001000.json,deep17_recovery_s61,4,0,0,0,0,0,0.22114273550043942,0.22114273550043942
outputs/deeper_pinn/deep17_recovery_s61/recovery_validation_003000.json,deep17_recovery_s61,4,0,0,0,0,0,0.20465402118069395,0.20465402118069395
outputs/deeper_pinn/deep17_recovery_s61/recovery_validation_002000.json,deep17_recovery_s61,4,0,0,0,0,0,0.21326000826100786,0.21326000826100786
outputs/deeper_pinn/deep17_full_s29/recovery_validation_016000.json,deep17_full_s29,4,0,0,0,0,0,0.1942707860188455,0.1942707860188455
outputs/deeper_pinn/deep17_full_s29/recovery_validation_006000.json,deep17_full_s29,4,0,0,0,0,0,0.2019674810330039,0.2019674810330039
outputs/deeper_pinn/deep17_full_s29/recovery_validation_004000.json,deep17_full_s29,4,0,0,0,0,0,0.2025626992542838,0.2025626992542838
outputs/deeper_pinn/deep17_full_s29/recovery_validation_014000.json,deep17_full_s29,4,0,0,0,0,0,0.18812095628330106,0.18812095628330106
outputs/deeper_pinn/deep17_full_s29/recovery_validation_010000.json,deep17_full_s29,4,0,0,0,0,0,0.19309691534386,0.19309691534386
outputs/deeper_pinn/deep17_full_s29/recovery_validation_008000.json,deep17_full_s29,4,0,0,0,0,0,0.21035358304151278,0.21035358304151278
outputs/deeper_pinn/deep17_full_s29/recovery_validation_012000.json,deep17_full_s29,4,0,0,0,0,0,0.2001748729781726,0.2001748729781726
outputs/deeper_pinn/deep17_full_s29/recovery_validation_002000.json,deep17_full_s29,4,0,0,0,0,0,0.2112696285022763,0.2112696285022763
outputs/deeper_pinn/deep11_balanced_s43/recovery_validation_007000.json,deep11_balanced_s43,4,0,0,0,0,0,0.19725182897004923,0.19725182897004923
outputs/deeper_pinn/deep11_balanced_s43/recovery_validation_006000.json,deep11_balanced_s43,4,0,0,0,0,0,0.19445599367093847,0.19445599367093847
outputs/deeper_pinn/deep11_balanced_s43/recovery_validation_004000.json,deep11_balanced_s43,4,0,0,0,0,0,0.1891538665473412,0.1891538665473412
outputs/deeper_pinn/deep11_balanced_s43/recovery_validation_005000.json,deep11_balanced_s43,4,0,0,0,0,0,0.19244171792330084,0.19244171792330084
outputs/deeper_pinn/deep11_balanced_s43/recovery_validation_008000.json,deep11_balanced_s43,4,0,0,0,0,0,0.19686594107539207,0.19686594107539207
outputs/deeper_pinn/deep11_balanced_s43/recovery_validation_001000.json,deep11_balanced_s43,4,0,0,0,0,0,0.1678006773243683,0.1678006773243683
outputs/deeper_pinn/deep11_balanced_s43/recovery_validation_003000.json,deep11_balanced_s43,4,0,0,0,0,0,0.17128411155943413,0.17128411155943413
outputs/deeper_pinn/deep11_balanced_s43/recovery_validation_002000.json,deep11_balanced_s43,4,0,0,0,0,0,0.17665095015587737,0.17665095015587737
outputs/deeper_pinn/deep11_gls_development/fits.json,0.01,4,0,0,0,0,0,0.13812692810977825,0.13812692810977825
outputs/deeper_pinn/deep11_gls_development/fits.json,0.0001,4,0,0,0,0,0,0.10877146318454159,0.10877146318454159
outputs/deeper_pinn/deep11_gls_development/fits.json,1e-06,4,0,0,0,0,0,0.11782935319718639,0.11782935319718639
outputs/deeper_pinn/deep11_gls_development/fits.json,1e-08,4,0,0,0,0,0,0.11779688408334595,0.11779688408334595
outputs/deeper_pinn/deep17_gls_development/fits.json,0.01,4,0,0,0,0,0,0.19251866025861353,0.19251866025861353
outputs/deeper_pinn/deep17_gls_development/fits.json,0.0001,4,0,0,0,0,0,0.1292176401869015,0.1292176401869015
outputs/deeper_pinn/deep17_gls_development/fits.json,1e-06,4,1,1,1,0,0,0.15634236308304236,0.15634236308304236
outputs/deeper_pinn/deep17_gls_development/fits.json,1e-08,4,0,0,0,0,0,0.1575635708300454,0.1575635708300454
outputs/deeper_pinn/prior_development_911/fits.json,DH11|clean|0.0,12,0,0,0,0,0,0.20639274082267878,0.20639274082267878
outputs/deeper_pinn/prior_development_911/fits.json,DH11|clean|0.1,12,0,0,0,0,0,0.20629643723181804,0.20629643723181804
outputs/deeper_pinn/prior_development_911/fits.json,DH11|clean|1.0,12,0,0,0,0,0,0.2055319294060283,0.2055319294060283
outputs/deeper_pinn/prior_development_911/fits.json,DH11|clean|10.0,12,0,0,0,0,0,0.19743151469600845,0.19743151469600845
outputs/deeper_pinn/prior_development_911/fits.json,DH11|clean|100.0,12,0,0,0,0,0,0.18535811053533433,0.18535811053533433
outputs/deeper_pinn/prior_development_911/fits.json,DH11|noise|0.0,12,0,0,0,0,0,0.5957174561874778,0.5957174561874778
outputs/deeper_pinn/prior_development_911/fits.json,DH11|noise|0.1,12,0,0,0,0,0,0.5928540707747276,0.5928540707747276
outputs/deeper_pinn/prior_development_911/fits.json,DH11|noise|1.0,12,0,0,0,0,0,0.5774582611271982,0.5774582611271982
outputs/deeper_pinn/prior_development_911/fits.json,DH11|noise|10.0,12,0,0,0,0,0,0.39568179672673454,0.39568179672673454
outputs/deeper_pinn/prior_development_911/fits.json,DH11|noise|100.0,12,0,0,0,0,0,0.46243600786630185,0.46243600786630185
outputs/deeper_pinn/prior_development_911/fits.json,DH17|clean|0.0,12,0,0,0,0,0,0.14127950051848645,0.14127950051848645
outputs/deeper_pinn/prior_development_911/fits.json,DH17|clean|0.1,12,0,0,0,0,0,0.14117292506644055,0.14117292506644055
outputs/deeper_pinn/prior_development_911/fits.json,DH17|clean|1.0,12,0,0,0,0,0,0.14030206814099505,0.14030206814099505
outputs/deeper_pinn/prior_development_911/fits.json,DH17|clean|10.0,12,0,0,0,0,0,0.1242575772370676,0.1242575772370676
outputs/deeper_pinn/prior_development_911/fits.json,DH17|clean|100.0,12,0,0,0,0,0,0.16349069043001424,0.16349069043001424
outputs/deeper_pinn/prior_development_911/fits.json,DH17|noise|0.0,12,0,0,0,0,0,0.7993341999260234,0.7993341999260234
outputs/deeper_pinn/prior_development_911/fits.json,DH17|noise|0.1,12,0,0,0,0,0,0.6839594619854944,0.6839594619854944
outputs/deeper_pinn/prior_development_911/fits.json,DH17|noise|1.0,12,0,0,0,0,0,0.6103434740646458,0.6103434740646458
outputs/deeper_pinn/prior_development_911/fits.json,DH17|noise|10.0,12,0,0,0,0,0,0.41740636170365264,0.41740636170365264
outputs/deeper_pinn/prior_development_911/fits.json,DH17|noise|100.0,12,0,0,0,0,0,0.46532553377531427,0.46532553377531427
